charging_session_id,event_time,charge_start_time,charge_end_time,journey_id,user_id,selected_site_id,city,site_category,vehicle_soc_start_pct,target_soc_pct,battery_capacity_kwh,charger_connector,charger_power_kw,is_fast_charger,energy_required_kwh,energy_delivered_kwh,expected_charge_duration_min,actual_charge_duration_min,delay_ratio,availability_ratio_at_start,estimated_wait_at_start_min,operating_condition,operational_anomaly,severe_delay,day_part,is_weekend
CHG_1169BB4FBC,2026-08-10 04:34:10,2026-08-10 04:34:10,2026-08-10 04:46:15,JNY_525716105,USR_71979,STN_GGN_02,Gurugram,MALL,60.5,80.0,62.3,CHAdeMO,75.0,True,12.15,12.01,10.8,12.1,1.12,1.0,5.0,NORMAL,False,False,NIGHT,False
CHG_F3B5A6428E,2026-08-10 04:45:02,2026-08-10 04:45:02,2026-08-10 04:56:43,JNY_979771896,USR_15870,STN_DEL_03,Delhi,HIGHWAY,57.8,85.0,75.1,CCS2,120.0,True,20.43,19.88,11.92,11.7,0.982,0.8,0.0,NORMAL,False,False,NIGHT,False
CHG_6358CF5379,2026-08-10 05:23:04,2026-08-10 05:23:04,2026-08-10 06:26:43,JNY_445989078,USR_66448,STN_BLR_01,Bengaluru,OFFICE,46.2,80.0,67.5,TYPE2_AC,22.0,False,22.82,22.05,69.14,63.65,0.921,1.0,0.0,NORMAL,False,False,NIGHT,False
CHG_180CF2627D,2026-08-10 05:27:57,2026-08-10 05:27:57,2026-08-10 05:51:38,JNY_243697800,USR_16847,STN_BLR_01,Bengaluru,OFFICE,25.8,85.0,63.3,CCS2,120.0,True,37.47,35.64,21.86,23.68,1.083,0.5,0.0,NORMAL,False,False,NIGHT,False
CHG_A1CDAE6BA5,2026-08-10 05:40:25,2026-08-10 05:40:25,2026-08-10 05:55:26,JNY_235251959,USR_69576,STN_BLR_01,Bengaluru,OFFICE,23.6,80.0,65.1,CCS2,150.0,True,36.72,34.95,16.32,15.03,0.921,1.0,0.0,NORMAL,False,False,NIGHT,False
CHG_122922DDCC,2026-08-10 05:41:52,2026-08-10 05:41:52,2026-08-10 06:08:40,JNY_635718676,USR_15191,STN_GGN_01,Gurugram,OFFICE,20.5,85.0,74.6,CCS2,120.0,True,48.12,46.47,28.07,26.8,0.955,0.75,0.0,NORMAL,False,False,NIGHT,False
CHG_433FFE9E4F,2026-08-10 05:55:59,2026-08-10 05:55:59,2026-08-10 06:57:25,JNY_499148277,USR_99296,STN_GGN_01,Gurugram,OFFICE,21.1,85.0,90.0,CCS2,90.0,True,57.51,55.42,44.73,61.44,1.374,1.0,2.0,POWER_LIMITATION,True,False,NIGHT,False
CHG_A4A08EC81E,2026-08-10 06:02:25,2026-08-10 06:02:25,2026-08-10 07:35:27,JNY_806608829,USR_86892,STN_DEL_03,Delhi,HIGHWAY,17.1,90.0,80.9,CHAdeMO,50.0,True,58.98,55.69,86.5,93.05,1.076,0.8,0.0,NORMAL,False,False,MORNING,False
CHG_B95E83DA0D,2026-08-10 06:04:53,2026-08-10 06:04:53,2026-08-10 08:32:04,JNY_340510453,USR_39723,STN_DEL_03,Delhi,HIGHWAY,48.0,80.0,72.3,TYPE2_AC,11.0,False,23.14,22.6,140.22,147.19,1.05,0.6,0.0,NORMAL,False,False,MORNING,False
CHG_FAB805871B,2026-08-10 06:06:42,2026-08-10 06:06:42,2026-08-10 06:23:09,JNY_869371103,USR_20864,STN_MUM_01,Mumbai,MALL,24.7,80.0,69.1,CCS2,150.0,True,38.21,36.55,16.98,16.46,0.969,0.8,0.0,NORMAL,False,False,MORNING,False
CHG_5F255C8CE2,2026-08-10 06:08:45,2026-08-10 06:08:45,2026-08-10 06:23:48,JNY_733321666,USR_85036,STN_GGN_01,Gurugram,OFFICE,46.7,80.0,63.6,CCS2,90.0,True,21.18,19.85,15.69,15.05,0.96,1.0,0.0,NORMAL,False,False,MORNING,False
CHG_1751AE2628,2026-08-10 06:17:35,2026-08-10 06:17:35,2026-08-10 09:17:34,JNY_814812499,USR_33467,STN_GGN_02,Gurugram,MALL,22.8,90.0,78.6,TYPE2_AC,22.0,False,52.82,50.71,176.06,179.99,1.022,0.6,0.0,NORMAL,False,False,MORNING,False
CHG_3E461BD720,2026-08-10 06:31:58,2026-08-10 06:31:58,2026-08-10 06:45:54,JNY_428380077,USR_53599,STN_GGN_02,Gurugram,MALL,50.4,80.0,89.6,CCS2,120.0,True,26.52,25.46,14.73,13.94,0.946,0.6,0.0,NORMAL,False,False,MORNING,False
CHG_0C63C81A2E,2026-08-10 06:40:58,2026-08-10 06:40:58,2026-08-10 06:58:40,JNY_184978360,USR_78039,STN_GGN_02,Gurugram,MALL,52.1,85.0,90.0,CCS2,120.0,True,29.61,28.61,17.27,17.71,1.025,0.6,0.0,NORMAL,False,False,MORNING,False
CHG_938EA22B57,2026-08-10 06:47:14,2026-08-10 06:47:14,2026-08-10 07:08:05,JNY_203666060,USR_97708,STN_MUM_02,Mumbai,RESIDENTIAL,56.7,90.0,60.1,CCS2,90.0,True,20.01,19.13,16.31,20.85,1.279,0.5,9.0,NORMAL,False,False,MORNING,False
CHG_3F8A3B55DF,2026-08-10 06:49:07,2026-08-10 06:49:07,2026-08-10 07:02:29,JNY_744729591,USR_65710,STN_DEL_01,Delhi,MALL,57.2,85.0,78.2,CCS2,120.0,True,21.74,21.23,12.68,13.38,1.055,0.8,0.0,NORMAL,False,False,MORNING,False
CHG_4F6CFC611F,2026-08-10 06:51:13,2026-08-10 06:51:13,2026-08-10 07:45:19,JNY_492231268,USR_98532,STN_DEL_01,Delhi,MALL,20.6,90.0,63.8,CHAdeMO,75.0,True,44.28,43.34,43.29,54.11,1.25,0.4,6.0,NORMAL,False,False,MORNING,False
CHG_D89404BB8A,2026-08-10 06:57:44,2026-08-10 06:57:44,2026-08-10 07:21:37,JNY_189482019,USR_25901,STN_GGN_01,Gurugram,OFFICE,26.3,80.0,77.9,CCS2,120.0,True,41.83,40.97,23.24,23.9,1.028,1.0,0.0,NORMAL,False,False,MORNING,False
CHG_F6B0F99598,2026-08-10 06:58:13,2026-08-10 06:58:13,2026-08-10 09:17:27,JNY_135220751,USR_64985,STN_DEL_01,Delhi,MALL,31.6,85.0,89.0,TYPE2_AC,22.0,False,47.53,46.47,151.22,139.24,0.921,0.6,0.0,NORMAL,False,False,MORNING,False
CHG_A13B156B62,2026-08-10 07:01:14,2026-08-10 07:01:14,2026-08-10 09:47:42,JNY_315249943,USR_64519,STN_DEL_03,Delhi,HIGHWAY,50.1,90.0,64.4,TYPE2_AC,11.0,False,25.7,24.18,171.3,166.48,0.972,0.6,0.0,NORMAL,False,False,MORNING,False
CHG_FA3ACB8946,2026-08-10 07:05:33,2026-08-10 07:05:33,2026-08-10 08:27:03,JNY_162917047,USR_34570,STN_DEL_01,Delhi,MALL,57.1,90.0,80.7,TYPE2_AC,22.0,False,26.55,25.89,88.5,81.51,0.921,0.8,0.0,NORMAL,False,False,MORNING,False
CHG_75FD5535D6,2026-08-10 07:08:49,2026-08-10 07:08:49,2026-08-10 08:19:02,JNY_853713853,USR_52957,STN_MUM_01,Mumbai,MALL,16.8,80.0,81.6,CHAdeMO,50.0,True,51.57,49.59,68.76,70.22,1.021,0.6,0.0,NORMAL,False,False,MORNING,False
CHG_0B35E50569,2026-08-10 07:15:02,2026-08-10 07:15:02,2026-08-10 13:15:02,JNY_449198537,USR_38051,STN_DEL_02,Delhi,OFFICE,37.8,90.0,85.6,TYPE2_AC,11.0,False,44.68,43.14,297.89,360.0,1.209,1.0,0.0,POWER_LIMITATION,True,False,MORNING,False
CHG_1FE2520C85,2026-08-10 07:15:32,2026-08-10 07:15:32,2026-08-10 13:13:58,JNY_293490430,USR_75974,STN_JPR_01,Jaipur,MALL,28.7,80.0,90.0,TYPE2_AC,11.0,False,46.17,45.21,279.82,358.43,1.281,0.2,8.0,NORMAL,False,False,MORNING,False
CHG_557EF57834,2026-08-10 07:15:46,2026-08-10 07:15:46,2026-08-10 08:14:04,JNY_832261267,USR_74556,STN_JPR_02,Jaipur,HIGHWAY,55.3,80.0,73.2,TYPE2_AC,22.0,False,18.08,17.15,54.79,58.31,1.064,0.8,0.0,NORMAL,False,False,MORNING,False
CHG_9D91C2230C,2026-08-10 07:24:57,2026-08-10 07:24:57,2026-08-10 07:46:49,JNY_856977423,USR_72691,STN_BLR_01,Bengaluru,OFFICE,56.0,85.0,63.2,CCS2,90.0,True,18.33,17.37,14.26,21.87,1.534,1.0,0.0,POWER_LIMITATION,True,True,MORNING,False
CHG_346BE16C7C,2026-08-10 07:28:33,2026-08-10 07:28:33,2026-08-10 08:05:13,JNY_790708001,USR_24057,STN_BLR_01,Bengaluru,OFFICE,15.9,85.0,74.5,CCS2,120.0,True,51.48,49.42,30.03,36.68,1.221,1.0,0.0,MINOR_SLOWDOWN,True,False,MORNING,False
CHG_B778BFB3EB,2026-08-10 07:31:24,2026-08-10 07:31:24,2026-08-10 08:30:25,JNY_656079458,USR_13989,STN_GGN_01,Gurugram,OFFICE,31.3,85.0,79.3,CCS2,60.0,True,42.58,41.22,49.68,59.02,1.188,0.5,4.0,NORMAL,False,False,MORNING,False
CHG_2CC74AEB9F,2026-08-10 07:31:55,2026-08-10 07:31:55,2026-08-10 11:02:56,JNY_335254508,USR_37983,STN_DEL_02,Delhi,OFFICE,39.2,85.0,56.9,TYPE2_AC,11.0,False,26.06,23.94,165.84,211.03,1.273,0.5,9.0,NORMAL,False,False,MORNING,False
CHG_43649901A7,2026-08-10 07:32:08,2026-08-10 07:32:08,2026-08-10 08:00:05,JNY_480473269,USR_90413,STN_BLR_01,Bengaluru,OFFICE,37.2,85.0,69.2,CCS2,90.0,True,33.08,31.95,25.73,27.96,1.087,1.0,0.0,NORMAL,False,False,MORNING,False
CHG_6600F38D1A,2026-08-10 07:41:51,2026-08-10 07:41:51,2026-08-10 08:05:33,JNY_970546015,USR_60282,STN_BLR_01,Bengaluru,OFFICE,29.7,85.0,67.1,CCS2,120.0,True,37.11,35.79,21.65,23.71,1.096,1.0,2.0,NORMAL,False,False,MORNING,False
CHG_3CF3168717,2026-08-10 07:49:49,2026-08-10 07:49:49,2026-08-10 08:47:45,JNY_372071894,USR_15971,STN_DEL_01,Delhi,MALL,26.8,90.0,71.3,CCS2,60.0,True,45.06,42.73,55.08,57.94,1.052,0.4,0.0,NORMAL,False,False,MORNING,False
CHG_651F120FD5,2026-08-10 07:53:21,2026-08-10 07:53:21,2026-08-10 08:18:49,JNY_103732292,USR_55337,STN_GGN_01,Gurugram,OFFICE,35.1,80.0,88.8,CCS2,120.0,True,39.87,38.99,22.15,25.47,1.15,1.0,5.0,NORMAL,False,False,MORNING,False
CHG_3297AE6037,2026-08-10 07:54:46,2026-08-10 07:54:46,2026-08-10 08:33:25,JNY_443313677,USR_14127,STN_JPR_01,Jaipur,MALL,30.1,85.0,81.1,CCS2,120.0,True,44.52,42.77,25.97,38.66,1.489,0.2,29.0,NORMAL,False,False,MORNING,False
CHG_A2C61646E4,2026-08-10 07:56:15,2026-08-10 07:56:15,2026-08-10 10:36:20,JNY_290526604,USR_40940,STN_GGN_01,Gurugram,OFFICE,28.0,85.0,76.9,TYPE2_AC,22.0,False,43.83,42.2,139.47,160.08,1.148,0.75,4.0,NORMAL,False,False,MORNING,False
CHG_D4913E1418,2026-08-10 07:57:46,2026-08-10 07:57:46,2026-08-10 08:07:25,JNY_970505940,USR_44794,STN_MUM_02,Mumbai,RESIDENTIAL,58.3,85.0,61.9,CCS2,120.0,True,16.53,16.25,9.64,9.65,1.001,0.5,0.0,NORMAL,False,False,MORNING,False
CHG_A58888E888,2026-08-10 08:01:21,2026-08-10 08:01:21,2026-08-10 08:24:00,JNY_170974074,USR_55229,STN_BLR_01,Bengaluru,OFFICE,33.6,85.0,69.3,CCS2,120.0,True,35.62,34.36,20.78,22.66,1.09,0.75,0.0,NORMAL,False,False,MORNING,False
CHG_D7B46E80DC,2026-08-10 08:02:23,2026-08-10 08:02:23,2026-08-10 08:30:11,JNY_666839768,USR_32153,STN_DEL_01,Delhi,MALL,37.0,85.0,69.7,CCS2,90.0,True,33.46,32.24,26.02,27.8,1.068,0.4,0.0,NORMAL,False,False,MORNING,False
CHG_CA1434B66F,2026-08-10 08:03:00,2026-08-10 08:03:00,2026-08-10 14:03:00,JNY_762201939,USR_60445,STN_MUM_01,Mumbai,MALL,19.8,85.0,85.7,TYPE2_AC,7.2,False,55.88,53.87,543.24,360.0,0.663,0.4,0.0,MINOR_SLOWDOWN,True,False,MORNING,False
CHG_87195A7D7C,2026-08-10 08:03:26,2026-08-10 08:03:26,2026-08-10 08:32:07,JNY_917680809,USR_77089,STN_GGN_01,Gurugram,OFFICE,33.3,80.0,77.3,CHAdeMO,100.0,True,36.1,35.83,24.07,28.7,1.192,0.25,2.0,NORMAL,False,False,MORNING,False
CHG_32D3B36AFD,2026-08-10 08:09:20,2026-08-10 08:09:20,2026-08-10 10:54:47,JNY_301859586,USR_97632,STN_GGN_02,Gurugram,MALL,44.8,80.0,75.6,TYPE2_AC,11.0,False,26.61,25.38,161.28,165.46,1.026,0.8,0.0,NORMAL,False,False,MORNING,False
CHG_29EE686256,2026-08-10 08:12:33,2026-08-10 08:12:33,2026-08-10 08:41:59,JNY_395910235,USR_75955,STN_MUM_02,Mumbai,RESIDENTIAL,32.0,90.0,80.3,CCS2,120.0,True,46.57,45.15,28.46,29.44,1.034,0.75,5.0,NORMAL,False,False,MORNING,False
CHG_40774AC7A3,2026-08-10 08:13:46,2026-08-10 08:13:46,2026-08-10 08:35:40,JNY_203249654,USR_77137,STN_DEL_03,Delhi,HIGHWAY,48.8,80.0,73.6,CHAdeMO,100.0,True,22.96,22.17,15.31,21.9,1.431,0.4,9.0,MINOR_SLOWDOWN,True,False,MORNING,False
CHG_0A1C19137F,2026-08-10 08:17:36,2026-08-10 08:17:36,2026-08-10 08:37:31,JNY_631953488,USR_86113,STN_MUM_02,Mumbai,RESIDENTIAL,12.8,80.0,71.8,CCS2,150.0,True,48.25,46.76,21.44,19.92,0.929,0.75,0.0,NORMAL,False,False,MORNING,False
CHG_4C31FE9D9D,2026-08-10 08:20:05,2026-08-10 08:20:05,2026-08-10 08:46:31,JNY_567984464,USR_72878,STN_GGN_02,Gurugram,MALL,34.7,85.0,69.0,CCS2,90.0,True,34.71,33.38,26.99,26.43,0.979,0.4,0.0,NORMAL,False,False,MORNING,False
CHG_6EF0FC2A1F,2026-08-10 08:23:03,2026-08-10 08:23:03,2026-08-10 09:09:27,JNY_978022883,USR_32676,STN_DEL_01,Delhi,MALL,23.0,85.0,63.3,CCS2,60.0,True,39.25,36.78,45.79,46.41,1.014,0.4,0.0,NORMAL,False,False,MORNING,False
CHG_B61FB6C170,2026-08-10 08:25:45,2026-08-10 08:25:45,2026-08-10 08:39:42,JNY_658800202,USR_96619,STN_DEL_02,Delhi,OFFICE,45.0,90.0,62.8,CCS2,150.0,True,28.26,26.92,13.82,13.96,1.01,1.0,5.0,NORMAL,False,False,MORNING,False
CHG_4CFFF809C3,2026-08-10 08:29:29,2026-08-10 08:29:29,2026-08-10 09:18:28,JNY_986534561,USR_79390,STN_MUM_02,Mumbai,RESIDENTIAL,38.0,95.0,73.3,CHAdeMO,75.0,True,41.78,39.81,42.71,48.99,1.147,0.75,3.0,NORMAL,False,False,MORNING,False
CHG_4EABD11084,2026-08-10 08:35:33,2026-08-10 08:35:33,2026-08-10 08:45:24,JNY_684064559,USR_86985,STN_GGN_01,Gurugram,OFFICE,46.0,80.0,68.3,CCS2,150.0,True,23.22,22.18,10.32,9.86,0.955,0.75,0.0,NORMAL,False,False,MORNING,False
CHG_46F5F4EDDE,2026-08-10 08:37:02,2026-08-10 08:37:02,2026-08-10 09:27:01,JNY_500147234,USR_34223,STN_BLR_01,Bengaluru,OFFICE,33.1,85.0,56.9,CHAdeMO,50.0,True,29.53,28.03,41.34,50.0,1.209,0.25,4.0,NORMAL,False,False,MORNING,False
CHG_160C5E0861,2026-08-10 08:39:47,2026-08-10 08:39:47,2026-08-10 14:37:00,JNY_958767366,USR_39668,STN_GGN_02,Gurugram,MALL,39.9,80.0,87.1,TYPE2_AC,7.2,False,34.93,32.49,323.4,357.22,1.105,0.4,6.0,NORMAL,False,False,MORNING,False
CHG_A65EFC7AC3,2026-08-10 08:42:53,2026-08-10 08:42:53,2026-08-10 09:12:03,JNY_844108736,USR_18496,STN_MUM_01,Mumbai,MALL,22.6,80.0,69.2,CCS2,90.0,True,39.72,37.31,29.42,29.18,0.992,0.4,0.0,NORMAL,False,False,MORNING,False
CHG_66010C0C74,2026-08-10 08:48:58,2026-08-10 08:48:58,2026-08-10 09:08:56,JNY_830897698,USR_82910,STN_DEL_03,Delhi,HIGHWAY,35.0,80.0,74.2,CCS2,120.0,True,33.39,32.59,18.55,19.98,1.077,0.4,0.0,NORMAL,False,False,MORNING,False
CHG_1972CA1AF2,2026-08-10 08:49:08,2026-08-10 08:49:08,2026-08-10 09:09:50,JNY_465716633,USR_47001,STN_BLR_01,Bengaluru,OFFICE,42.3,85.0,80.4,CCS2,120.0,True,34.33,33.03,20.03,20.71,1.034,0.75,0.0,NORMAL,False,False,MORNING,False
CHG_AA4CEF0050,2026-08-10 08:52:02,2026-08-10 08:52:02,2026-08-10 09:54:15,JNY_939679890,USR_93921,STN_JPR_02,Jaipur,HIGHWAY,15.3,85.0,79.6,CHAdeMO,75.0,True,55.48,53.62,51.78,62.23,1.202,0.4,11.0,NORMAL,False,False,MORNING,False
CHG_7D5A219F29,2026-08-10 08:57:10,2026-08-10 08:57:10,2026-08-10 12:41:27,JNY_990183036,USR_36890,STN_MUM_02,Mumbai,RESIDENTIAL,55.9,95.0,83.7,TYPE2_AC,11.0,False,32.73,31.6,228.1,224.29,0.983,0.75,0.0,NORMAL,False,False,MORNING,False
CHG_7337487F4C,2026-08-10 08:59:05,2026-08-10 08:59:05,2026-08-10 10:07:41,JNY_918864003,USR_10477,STN_JPR_02,Jaipur,HIGHWAY,47.3,90.0,66.4,CHAdeMO,50.0,True,28.35,27.13,41.58,68.61,1.65,0.4,3.0,POWER_LIMITATION,True,True,MORNING,False
CHG_885E741D66,2026-08-10 09:05:37,2026-08-10 09:05:37,2026-08-10 09:31:05,JNY_846000415,USR_64494,STN_DEL_02,Delhi,OFFICE,38.9,90.0,63.9,CCS2,150.0,True,32.65,31.27,15.96,25.47,1.595,0.25,21.0,NORMAL,False,True,MORNING,False
CHG_3529773FB3,2026-08-10 09:10:55,2026-08-10 09:10:55,2026-08-10 09:42:13,JNY_891398428,USR_80032,STN_GGN_02,Gurugram,MALL,36.5,85.0,62.5,CCS2,90.0,True,30.31,29.02,23.58,31.31,1.328,0.2,8.0,NORMAL,False,False,MORNING,False
CHG_B95EE3D104,2026-08-10 09:22:02,2026-08-10 09:22:02,2026-08-10 12:48:20,JNY_860929119,USR_16987,STN_GGN_01,Gurugram,OFFICE,39.8,80.0,77.1,TYPE2_AC,11.0,False,30.99,30.62,187.84,206.31,1.098,0.75,0.0,NORMAL,False,False,MORNING,False
CHG_4F5798115D,2026-08-10 09:22:08,2026-08-10 09:22:08,2026-08-10 09:50:57,JNY_444418232,USR_86227,STN_DEL_03,Delhi,HIGHWAY,13.7,90.0,66.6,CCS2,150.0,True,50.82,47.75,24.84,28.83,1.161,0.2,6.0,NORMAL,False,False,MORNING,False
CHG_D8EA16C7BB,2026-08-10 09:22:56,2026-08-10 09:22:56,2026-08-10 09:50:54,JNY_202639887,USR_38024,STN_JPR_02,Jaipur,HIGHWAY,39.3,80.0,88.2,CCS2,90.0,True,35.9,34.4,26.59,27.97,1.052,0.4,0.0,NORMAL,False,False,MORNING,False
CHG_3D5C885985,2026-08-10 09:24:40,2026-08-10 09:24:40,2026-08-10 09:52:30,JNY_926875512,USR_51337,STN_JPR_02,Jaipur,HIGHWAY,30.7,85.0,80.6,CCS2,120.0,True,43.77,42.03,25.53,27.84,1.09,1.0,0.0,NORMAL,False,False,MORNING,False
CHG_9683507218,2026-08-10 09:29:07,2026-08-10 09:29:07,2026-08-10 11:08:08,JNY_215777508,USR_10712,STN_BLR_01,Bengaluru,OFFICE,26.1,85.0,79.5,CHAdeMO,50.0,True,46.83,44.98,65.56,99.03,1.511,0.5,0.0,POWER_LIMITATION,True,True,MORNING,False
CHG_0141C276D6,2026-08-10 09:34:08,2026-08-10 09:34:08,2026-08-10 10:14:02,JNY_130621166,USR_33172,STN_DEL_01,Delhi,MALL,25.2,80.0,82.8,CCS2,90.0,True,45.37,44.03,33.61,39.91,1.188,0.4,10.0,NORMAL,False,False,MORNING,False
CHG_C31A3F1B5D,2026-08-10 09:34:09,2026-08-10 09:34:09,2026-08-10 09:50:46,JNY_206829700,USR_11034,STN_MUM_02,Mumbai,RESIDENTIAL,50.8,85.0,75.1,CCS2,120.0,True,25.68,24.4,14.98,16.63,1.11,0.75,5.0,NORMAL,False,False,MORNING,False
CHG_7E725B8D74,2026-08-10 09:35:13,2026-08-10 09:35:13,2026-08-10 10:13:14,JNY_185205059,USR_73141,STN_DEL_03,Delhi,HIGHWAY,48.1,80.0,75.6,CHAdeMO,50.0,True,24.12,23.67,32.16,38.03,1.183,0.4,7.0,NORMAL,False,False,MORNING,False
CHG_7A0C0BB1A2,2026-08-10 09:35:19,2026-08-10 09:35:19,2026-08-10 09:52:25,JNY_878064327,USR_21863,STN_BLR_01,Bengaluru,OFFICE,46.1,90.0,66.3,CCS2,150.0,True,29.11,27.88,14.23,17.11,1.202,0.5,0.0,MINOR_SLOWDOWN,True,False,MORNING,False
CHG_C60B634113,2026-08-10 09:38:49,2026-08-10 09:38:49,2026-08-10 10:36:04,JNY_438167823,USR_20203,STN_MUM_01,Mumbai,MALL,13.0,90.0,59.4,CCS2,60.0,True,45.74,44.11,55.9,57.26,1.024,0.6,0.0,NORMAL,False,False,MORNING,False
CHG_0366E22C13,2026-08-10 09:41:25,2026-08-10 09:41:25,2026-08-10 10:28:45,JNY_136858211,USR_14823,STN_DEL_02,Delhi,OFFICE,36.0,80.0,69.4,CHAdeMO,50.0,True,30.54,29.49,40.71,47.34,1.163,0.25,5.0,NORMAL,False,False,MORNING,False
CHG_35BD2F23F4,2026-08-10 09:41:27,2026-08-10 09:41:27,2026-08-10 10:04:13,JNY_453866039,USR_92138,STN_JPR_02,Jaipur,HIGHWAY,35.6,85.0,66.2,CCS2,120.0,True,32.7,32.54,19.08,22.78,1.194,0.2,2.0,NORMAL,False,False,MORNING,False
CHG_976A92DDBD,2026-08-10 09:41:46,2026-08-10 09:41:46,2026-08-10 10:23:15,JNY_837368481,USR_45934,STN_JPR_01,Jaipur,MALL,35.9,85.0,86.6,CCS2,90.0,True,42.52,41.06,33.07,41.49,1.255,0.2,6.0,NORMAL,False,False,MORNING,False
CHG_CEB040ED7B,2026-08-10 09:46:46,2026-08-10 09:46:46,2026-08-10 10:19:09,JNY_557090328,USR_78866,STN_DEL_03,Delhi,HIGHWAY,14.1,85.0,63.7,CCS2,120.0,True,45.16,43.3,26.35,32.4,1.23,0.2,5.0,NORMAL,False,False,MORNING,False
CHG_D0DDA10D5F,2026-08-10 09:57:07,2026-08-10 09:57:07,2026-08-10 10:19:27,JNY_121918239,USR_47578,STN_DEL_01,Delhi,MALL,25.4,80.0,78.9,CCS2,120.0,True,43.08,41.13,23.93,22.34,0.933,0.6,0.0,NORMAL,False,False,MORNING,False
CHG_FF381DB0D2,2026-08-10 09:57:33,2026-08-10 09:57:33,2026-08-10 10:12:12,JNY_997798917,USR_40781,STN_DEL_03,Delhi,HIGHWAY,55.3,85.0,82.1,CCS2,150.0,True,24.38,23.57,11.38,14.67,1.289,0.2,2.0,MINOR_SLOWDOWN,True,False,MORNING,False
CHG_14218DE360,2026-08-10 09:59:39,2026-08-10 09:59:39,2026-08-10 10:19:51,JNY_174609387,USR_13763,STN_MUM_02,Mumbai,RESIDENTIAL,36.5,80.0,79.6,CCS2,120.0,True,34.63,33.41,19.24,20.22,1.051,0.75,0.0,NORMAL,False,False,MORNING,False
CHG_67377644BC,2026-08-10 10:01:24,2026-08-10 10:01:24,2026-08-10 11:02:10,JNY_356466803,USR_46169,STN_BLR_01,Bengaluru,OFFICE,34.8,90.0,64.5,CCS2,60.0,True,35.6,35.15,43.52,60.78,1.397,0.25,9.0,NORMAL,False,False,MORNING,False
CHG_5FC34F6981,2026-08-10 10:05:30,2026-08-10 10:05:30,2026-08-10 10:30:58,JNY_239144582,USR_84677,STN_MUM_02,Mumbai,RESIDENTIAL,15.9,85.0,80.5,CCS2,150.0,True,55.63,52.86,25.96,25.47,0.981,0.75,0.0,NORMAL,False,False,MORNING,False
CHG_260650D620,2026-08-10 10:05:54,2026-08-10 10:05:54,2026-08-10 11:14:51,JNY_815546190,USR_55568,STN_DEL_03,Delhi,HIGHWAY,24.1,80.0,88.3,CHAdeMO,50.0,True,49.36,47.16,65.81,68.96,1.048,0.4,0.0,NORMAL,False,False,MORNING,False
CHG_25333ED66D,2026-08-10 10:12:00,2026-08-10 10:12:00,2026-08-10 10:52:49,JNY_999329756,USR_67079,STN_GGN_01,Gurugram,OFFICE,23.1,85.0,76.3,CCS2,120.0,True,47.23,45.36,27.55,40.83,1.482,0.25,14.0,NORMAL,False,False,MORNING,False
CHG_8B8BD9FD90,2026-08-10 10:18:48,2026-08-10 10:18:48,2026-08-10 10:55:21,JNY_361501281,USR_48121,STN_MUM_02,Mumbai,RESIDENTIAL,45.4,95.0,79.3,CCS2,90.0,True,39.33,37.51,33.51,36.55,1.091,1.0,0.0,NORMAL,False,False,MORNING,False
CHG_76814A0104,2026-08-10 10:25:25,2026-08-10 10:25:25,2026-08-10 10:47:27,JNY_805065854,USR_14144,STN_DEL_03,Delhi,HIGHWAY,21.8,85.0,67.2,CCS2,150.0,True,42.47,40.73,19.82,22.04,1.112,0.4,0.0,NORMAL,False,False,MORNING,False
CHG_93CC0ED315,2026-08-10 10:25:50,2026-08-10 10:25:50,2026-08-10 11:14:04,JNY_123688721,USR_15623,STN_MUM_02,Mumbai,RESIDENTIAL,18.6,90.0,64.9,CHAdeMO,75.0,True,46.34,43.3,45.31,48.24,1.065,0.5,3.0,NORMAL,False,False,MORNING,False
CHG_5DCF7B9282,2026-08-10 10:26:08,2026-08-10 10:26:08,2026-08-10 10:40:56,JNY_900284028,USR_91490,STN_MUM_02,Mumbai,RESIDENTIAL,51.4,85.0,78.4,CCS2,120.0,True,26.34,25.06,15.37,14.8,0.963,1.0,0.0,NORMAL,False,False,MORNING,False
CHG_B56494C84B,2026-08-10 10:26:24,2026-08-10 10:26:24,2026-08-10 11:17:52,JNY_803062622,USR_81897,STN_MUM_02,Mumbai,RESIDENTIAL,17.8,95.0,75.7,CCS2,90.0,True,58.44,56.23,49.78,51.47,1.034,1.0,0.0,NORMAL,False,False,MORNING,False
CHG_E47A22C0B5,2026-08-10 10:38:44,2026-08-10 10:38:44,2026-08-10 11:04:54,JNY_721627744,USR_82914,STN_DEL_03,Delhi,HIGHWAY,38.0,80.0,72.0,CCS2,90.0,True,30.24,28.87,22.4,26.18,1.169,0.4,11.0,NORMAL,False,False,MORNING,False
CHG_8B3EB89177,2026-08-10 10:56:03,2026-08-10 10:56:03,2026-08-10 11:33:48,JNY_967204025,USR_30075,STN_JPR_02,Jaipur,HIGHWAY,43.5,85.0,62.4,CCS2,60.0,True,25.9,25.5,30.21,37.76,1.25,0.4,8.0,NORMAL,False,False,MORNING,False
CHG_AC8B694EB6,2026-08-10 11:03:22,2026-08-10 11:03:22,2026-08-10 11:28:16,JNY_761418282,USR_12637,STN_JPR_01,Jaipur,MALL,27.7,80.0,87.6,CCS2,150.0,True,45.81,44.5,20.36,24.9,1.223,0.2,10.0,NORMAL,False,False,MORNING,False
